mois_pret_duree,historique_credit,Prix,taux_versement_mensuel,solde_epargne,duree_emploi,age,logement
12,3,3360,3,8410,144.0,35,2
48,0,7156,4,0,132.0,47,2
10,0,4264,2,0,7.0,27,1
33,0,8562,1,6700,12.0,23,2
12,0,4732,3,5120,84.0,36,2
24,0,7736,4,380,228.0,41,1
12,3,3536,3,580,36.0,24,1
10,0,1562,4,560,228.0,63,0
18,3,3848,4,0,0.0,27,1
12,0,4242,4,490,12.0,30,2
12,3,1402,4,160,12.0,40,2
12,3,1278,4,260,36.0,30,2
12,0,3720,4,540,0.0,34,2
12,0,6998,3,190,36.0,29,2
15,3,5416,2,940,3.0,27,2
18,3,3968,4,310,12.0,47,0
60,3,20288,2,4450,48.0,21,2
12,0,2480,4,0,192.0,38,2
27,4,17226,2,180770,12.0,27,2
12,3,1532,4,9090,12.0,66,2
6,3,1418,2,120480,6.0,27,2
36,3,9590,4,510,9.0,30,2
27,3,6832,3,350,36.0,27,2
18,3,4924,2,180,24.0,22,2
21,0,4576,4,20,6.0,23,2
48,2,7132,4,4160,84.0,30,2
6,0,1720,1,800,168.0,39,2
18,0,3164,4,26570,156.0,46,2
6,3,2692,2,3850,192.0,42,0
10,3,3848,1,50,24.0,38,2
24,0,15516,2,123000,216.0,29,1
12,3,2564,2,660,24.0,20,1
9,0,2576,3,3140,132.0,48,2
24,0,5744,3,2810,180.0,36,2
18,0,2110,4,150,2.0,30,2
15,3,2524,4,6860,48.0,36,2
10,3,14616,2,300,0.0,70,0
6,3,5956,1,9580,24.0,32,2
11,3,3154,4,198350,9.0,20,2
24,3,7944,2,510,48.0,25,1
24,0,3870,4,900,228.0,31,2
15,1,1900,4,380,84.0,33,1
12,3,1526,4,890,36.0,26,2
24,4,4128,3,280,0.0,34,2
8,3,2828,4,880,36.0,33,2
30,2,14970,4,0,0.0,53,2
12,3,5154,2,140,24.0,42,2
6,0,676,4,8380,228.0,52,2
12,3,3926,4,900,48.0,31,1
21,0,1142,4,590,108.0,65,2
36,4,19144,1,50,9.0,28,2
36,4,8910,2,300,12.0,30,2
21,2,3294,4,0,12.0,40,2
18,0,1768,4,130,84.0,36,2
15,0,2720,4,240,12.0,31,2
16,0,2350,2,830,0.0,68,0
12,3,1348,4,3110,60.0,20,2
24,3,9182,2,184840,12.0,54,2
48,1,7688,4,2890,48.0,34,0
27,3,7830,4,180,12.0,36,2
6,3,4216,2,420,84.0,29,1
45,3,6062,4,3310,24.0,21,1
9,0,3002,2,780,216.0,34,2
6,0,2764,1,160,24.0,28,2
12,3,1902,4,4160,7.0,27,1
24,3,5520,4,0,192.0,36,0
18,4,8594,4,640,228.0,40,2
12,3,2336,4,660,36.0,27,2
27,4,10234,3,330,48.0,26,2
12,0,2990,4,130,216.0,38,2
30,0,21246,3,260,132.0,38,0
12,3,2826,3,97080,60.0,55,2
9,0,6148,1,0,36.0,33,2
36,3,7670,2,0,216.0,45,2
30,4,3816,4,410,96.0,66,2
6,0,1864,1,0,60.0,39,2
18,1,6208,3,810,84.0,31,2
36,3,7826,2,710,12.0,23,2
10,3,2728,2,530,36.0,64,2
12,3,2400,4,0,36.0,23,1
12,3,1414,4,150,24.0,30,2
24,4,5956,4,0,24.0,32,2
15,3,9314,3,120,12.0,30,2
48,3,21922,1,28390,60.0,27,2
12,3,15730,4,510,192.0,53,0
9,3,2956,4,780,84.0,22,2
36,3,8420,4,260,36.0,26,2
9,3,5014,2,8960,84.0,51,0
12,3,4282,3,4060,72.0,35,2
4,0,3088,2,990,60.0,42,2
24,3,3646,4,540,0.0,30,2
21,3,5534,4,4130,132.0,61,1
12,0,2582,4,900,36.0,35,2
30,3,5044,1,940,96.0,39,2
24,3,1830,4,0,204.0,29,2
6,3,3190,3,250,72.0,51,2
12,0,2370,3,650,24.0,27,2
24,3,2516,4,80,48.0,25,2
12,0,1434,4,80,120.0,52,2
6,1,2408,4,4920,24.0,35,1
18,3,866,3,700,0.0,22,1
6,0,1332,3,80630,60.0,39,2
30,3,4300,4,210,12.0,24,2
24,4,8302,2,4720,24.0,35,2
9,3,4060,2,0,72.0,24,2
60,4,14836,1,0,36.0,27,2
24,0,5368,4,400,36.0,35,2
12,2,4298,4,490,12.0,29,0
15,3,7624,1,2760,6.0,23,2
11,0,2308,4,3180,0.0,57,2
12,3,3314,2,400,36.0,27,2
18,0,10604,2,930,84.0,36,0
12,0,5496,2,440,168.0,57,0
10,0,2462,3,320,84.0,32,2
24,3,3066,4,980,5.0,38,2
14,3,17956,1,720,228.0,45,2
12,0,2804,3,6470,60.0,37,1
48,2,24338,4,0,0.0,36,0
48,3,6120,4,180,60.0,28,2
9,3,5394,1,860,36.0,32,2
12,3,2524,2,0,228.0,49,2
6,3,9222,1,280,0.0,32,2
24,3,3802,4,2130,12.0,29,1
24,0,7756,4,2730,7.0,37,2
48,3,9576,4,680,72.0,26,2
24,4,2048,4,80,2.0,48,2
12,3,2152,2,500,36.0,26,2
42,0,9592,4,400,156.0,56,0
48,0,15258,4,0,108.0,46,2
48,3,19920,1,350,1.0,26,2
10,3,2574,4,0,108.0,45,2
21,0,5490,3,145750,60.0,32,2
6,3,1344,1,30,0.0,54,2
36,1,7608,4,780,36.0,42,2
24,0,2688,4,0,84.0,37,2
48,0,20254,2,9430,12.0,44,0
6,3,3086,4,27850,24.0,33,2
12,3,1454,4,2800,0.0,33,2
8,3,2474,3,830,12.0,24,2
9,3,552,4,400,12.0,22,1
12,3,1370,2,330,60.0,25,2
4,3,2988,1,0,3.0,29,2
12,3,1416,2,830,36.0,38,2
24,3,8702,1,0,12.0,48,2
12,0,1402,4,30,12.0,32,2
15,4,7286,1,500,168.0,27,2
30,0,8498,4,760,0.0,28,2
24,3,5820,2,650,48.0,34,0
18,0,2056,4,930,12.0,36,2
12,0,11602,2,0,120.0,49,1
24,3,3050,4,38580,72.0,34,2
36,3,8946,4,150,132.0,31,2
6,3,2136,4,650,156.0,28,2
48,0,23180,2,3990,24.0,24,1
24,1,8220,3,90,228.0,23,1
15,3,2550,4,0,12.0,24,1
24,3,8338,4,810,36.0,28,2
24,0,11486,2,930,6.0,24,0
21,3,7198,1,140,84.0,26,1
18,3,8878,1,610,96.0,33,2
10,3,7898,1,810,8.0,37,2
15,0,2918,4,570,12.0,43,2
13,0,1764,4,0,1.0,23,2
24,3,7516,1,7900,0.0,23,1
6,4,3486,1,2650,12.0,34,2
9,0,2272,4,61950,228.0,32,0
9,3,2472,1,230,1.0,23,1
9,3,1918,1,510,12.0,29,2
18,0,6458,2,0,0.0,38,2
12,1,12398,4,640,12.0,28,1
10,3,1454,4,5550,120.0,46,0
24,3,2492,4,480,7.0,23,2
12,0,4662,1,0,120.0,49,2
36,4,8926,4,300,24.0,26,2
18,3,2478,4,0,24.0,61,0
12,3,6798,2,0,96.0,37,2
12,4,4494,2,880,12.0,36,2
6,3,3532,1,300,12.0,21,1
18,3,4946,4,970,0.0,25,2
12,3,3084,2,340,84.0,36,2
18,0,7700,3,0,60.0,27,2
18,3,7300,1,150,2.0,22,1
36,3,6158,4,0,24.0,36,2
18,0,12140,3,430,84.0,33,2
10,0,4292,1,260,4.0,23,1
60,0,27512,2,0,168.0,63,0
60,2,29564,3,3220,192.0,60,0
48,2,15370,2,230,60.0,37,1
18,4,4640,2,840,0.0,34,2
7,4,1692,3,0,156.0,36,0
6,0,724,4,2240,24.0,52,2
20,3,4424,4,0,48.0,39,2
18,3,25952,3,290,0.0,38,0
30,4,8544,2,1700,12.0,26,2
18,0,4476,2,40,24.0,25,2
18,3,2252,4,0,6.0,21,1
18,0,14748,4,890,0.0,40,2
15,0,4652,2,9270,24.0,27,2
9,3,2898,3,690,60.0,27,2
18,3,3640,2,420,12.0,30,2
12,3,1966,1,96970,6.0,19,1
36,3,6498,2,710,72.0,39,0
6,0,3914,1,570,48.0,31,2
9,0,4812,2,640,0.0,31,2
39,4,23520,2,1480,84.0,32,1
36,0,4696,3,480,24.0,46,2
24,0,3032,4,101970,12.0,43,2
18,3,2946,3,210,0.0,39,2
18,0,3774,4,0,24.0,28,2
24,4,17296,2,720,9.0,27,2
18,4,5798,4,0,204.0,43,2
24,3,6470,3,9120,168.0,26,2
12,0,1878,4,8110,84.0,28,2
24,3,3934,4,850,192.0,20,2
12,0,4584,4,420,0.0,42,2
24,3,2762,4,0,24.0,35,2
36,0,11684,2,450,168.0,35,2
12,3,5158,4,100,8.0,33,2
18,4,16942,1,0,12.0,23,1
21,3,5564,1,9140,48.0,31,2
18,3,2084,4,0,36.0,33,2
12,3,4056,4,0,12.0,30,2
12,0,1916,2,30,84.0,47,2
21,4,3182,4,2320,48.0,34,2
18,3,5558,1,550,24.0,21,1
18,0,2298,4,12160,12.0,46,2
18,0,2380,2,700,0.0,55,0
5,3,6896,1,30,84.0,74,2
24,3,22656,2,220,24.0,29,2
6,0,3744,4,340,0.0,36,0
24,0,4116,4,710,36.0,33,2
9,3,4272,3,710,24.0,25,2
12,3,2968,2,0,12.0,25,2
6,3,1320,2,5610,60.0,23,1
24,0,2574,4,183180,144.0,37,2
42,0,6788,4,610,0.0,65,2
12,2,1218,4,740,3.0,26,2
12,3,3768,4,890,108.0,39,2
20,4,5258,2,400,24.0,29,2
12,3,1438,4,320,156.0,41,2
9,0,2488,4,0,144.0,41,1
36,3,3684,4,30,8.0,34,2
7,3,5152,2,180,36.0,35,2
12,3,2848,3,0,156.0,55,2
15,4,3024,3,15250,12.0,61,2
36,0,22108,4,0,36.0,30,2
12,1,5518,2,830,144.0,34,2
24,3,9634,2,870,84.0,31,2
24,3,5358,4,350,8.0,29,2
11,0,7810,2,960,12.0,36,1
18,3,9188,3,680,4.0,32,2
36,3,7240,1,620,36.0,37,2
12,3,1508,4,0,156.0,38,2
18,3,3900,4,530,48.0,34,2
24,3,5848,3,370,36.0,63,2
24,4,3318,4,880,11.0,29,1
48,4,14476,3,0,144.0,32,2
24,4,9358,3,250,48.0,35,2
6,3,896,4,520,7.0,23,2
6,3,2476,4,0,0.0,36,2
18,0,2490,4,330,24.0,33,2
39,3,5138,4,8170,36.0,24,2
24,3,10304,4,160,60.0,25,2
12,3,2074,3,1260,60.0,39,2
15,0,2956,4,540,180.0,44,2
12,0,7146,1,310,36.0,23,2
24,3,2402,4,10,6.0,26,2
30,3,7244,4,149570,168.0,57,1
15,4,1920,3,162420,48.0,30,2
6,4,2418,4,90,0.0,47,2
12,3,6154,2,700,36.0,52,2
24,3,7514,4,360,180.0,62,0
10,3,2836,3,3880,12.0,35,1
6,3,7036,2,300,24.0,26,1
12,0,3868,2,500,84.0,26,2
27,1,16636,2,760,120.0,42,0
12,0,4244,3,110,24.0,39,1
24,3,5992,2,0,36.0,20,2
24,3,6246,4,600,2.0,27,2
36,3,10986,2,510,168.0,42,0
9,3,2252,2,1060,180.0,49,2
24,0,2432,4,3290,7.0,38,2
24,3,2414,4,480,4.0,24,1
15,0,4720,2,5590,36.0,36,2
15,2,13700,1,2190,0.0,34,2
39,3,17176,4,2060,96.0,45,2
12,3,1518,4,460,84.0,26,2
36,3,9372,2,830,24.0,32,0
24,3,4510,4,0,6.0,54,2
6,0,2722,2,190,9.0,40,2
36,0,14254,2,520,0.0,23,1
6,3,2406,3,1990,144.0,43,2
24,0,11014,3,250,156.0,44,0
18,3,6380,2,890,24.0,24,2
24,3,6976,3,3610,72.0,23,2
26,3,15932,2,860,4.0,30,2
15,0,3064,4,4100,12.0,31,2
4,0,3006,2,570,84.0,42,2
6,3,1324,3,130,11.0,41,2
36,3,4546,3,570,48.0,32,2
24,3,2622,4,1640,72.0,26,2
24,3,6210,4,0,3.0,25,2
21,0,4638,2,290,9.0,33,1
6,3,2748,4,0,0.0,75,2
18,0,7224,3,190,132.0,37,2
48,3,15526,4,190,132.0,42,0
18,3,6098,1,50,7.0,45,2
24,4,4064,4,710,156.0,60,0
30,3,12700,4,0,180.0,31,2
18,3,5728,2,800,36.0,34,2
12,0,2510,4,40,228.0,61,2
24,4,2666,4,380,0.0,43,0
24,0,4044,4,800,36.0,37,2
6,2,3500,2,5160,144.0,45,2
48,3,13998,1,510,60.0,34,2
12,3,2662,2,500,7.0,22,2
18,1,4556,3,4060,1.0,28,2
21,1,10006,1,0,36.0,29,2
24,3,5928,4,0,156.0,49,0
24,2,3092,4,220,48.0,24,1
6,4,1366,2,320,9.0,29,2
36,3,24778,1,0,36.0,37,0
24,4,9424,4,0,36.0,37,2
24,4,3106,3,2050,48.0,23,1
48,3,13516,3,140,24.0,31,2
24,3,6468,4,740,0.0,23,1
24,3,10866,2,0,0.0,26,1
15,3,1612,4,950,12.0,22,2
15,0,5576,2,970,48.0,24,2
12,3,5860,2,360,84.0,27,2
24,0,3854,3,0,12.0,33,2
18,0,2112,3,900,120.0,30,2
12,0,6248,1,60,8.0,49,2
9,3,2776,4,300,12.0,26,1
36,3,4768,4,470,8.0,33,1
12,3,4266,4,0,204.0,52,0
18,3,4078,1,0,36.0,20,1
9,0,5598,2,310,12.0,36,1
12,3,2578,4,920,12.0,21,2
18,3,2434,4,10,36.0,47,2
12,0,770,4,600,60.0,58,2
24,4,3930,4,0,24.0,42,1
21,3,3144,4,194850,84.0,36,2
24,3,5436,3,530,12.0,20,1
24,2,2716,4,0,156.0,40,2
6,2,1862,1,2130,9.0,32,2
24,3,2884,4,890,72.0,23,1
18,0,5550,2,130,48.0,31,2
9,3,1836,4,860,12.0,30,2
24,2,3674,4,890,84.0,34,0
36,3,6698,4,0,12.0,28,2
24,0,9052,3,600,24.0,74,2
36,3,5342,4,2410,12.0,50,0
12,3,1482,4,4080,0.0,22,2
21,3,6714,4,31380,9.0,29,2
24,2,7264,1,570,12.0,22,1
18,4,3616,4,30,72.0,22,2
48,1,24408,2,0,12.0,48,2
60,4,18314,2,0,36.0,27,0
30,3,6882,2,3150,12.0,21,1
12,3,1280,4,880,24.0,49,2
21,0,7304,2,490,48.0,27,2
18,0,3060,3,600,36.0,32,2
12,3,3716,4,350,4.0,22,1
18,3,5200,4,470,24.0,65,0
15,3,3958,4,0,132.0,35,2
6,3,4232,2,340,12.0,41,2
9,2,2874,2,4730,60.0,29,2
9,3,7664,1,0,204.0,64,2
18,2,3106,4,290,12.0,44,2
9,3,3960,2,310,11.0,19,1
12,3,2786,4,600,84.0,47,2
24,3,2752,4,7190,48.0,28,2
60,4,31306,2,60,84.0,21,2
12,3,2986,4,890,3.0,34,2
15,3,2616,4,150,168.0,38,2
15,3,9246,3,4130,36.0,40,2
24,0,3702,4,270,60.0,33,2
36,4,15960,4,0,8.0,27,1
30,1,9166,2,990,24.0,32,2
24,3,1894,4,250,60.0,38,0
12,3,1368,4,800,36.0,40,1
48,3,14952,4,550,72.0,50,0
12,3,3844,4,390,24.0,37,2
24,3,4606,4,50,132.0,45,2
36,4,16172,2,4400,96.0,42,2
24,0,4692,4,530,48.0,35,2
14,3,7946,1,160,0.0,22,0
12,3,1776,4,170,132.0,41,2
18,0,12722,2,810,120.0,41,2
12,3,2594,3,110,12.0,23,1
12,3,1800,4,0,24.0,23,2
21,3,4482,4,180,216.0,50,2
6,4,2100,4,480,0.0,35,2
6,0,2094,2,840,36.0,50,2
48,2,7218,1,390,12.0,27,2
12,0,9686,3,730,108.0,43,1
36,3,11484,2,1110,60.0,31,2
21,4,5160,4,5620,11.0,41,2
30,0,9060,4,190,60.0,26,1
24,0,10300,4,530,180.0,33,2
72,3,11190,2,4860,24.0,24,2
24,3,4768,4,610,132.0,64,1
6,3,3076,1,690,8.0,56,2
12,3,4558,4,0,36.0,37,0
15,4,2956,4,480,36.0,33,2
24,0,10206,3,100,2.0,47,0
36,4,19714,1,3710,60.0,31,2
60,3,13054,4,0,12.0,34,0
10,0,2694,4,0,72.0,27,2
36,4,5724,4,2530,216.0,30,0
9,3,5506,3,4260,84.0,35,2
12,3,7302,1,199700,24.0,31,2
15,3,5262,3,4630,36.0,25,2
24,3,5792,2,4810,4.0,29,2
6,0,9432,1,0,10.0,44,2
24,3,4568,4,570,72.0,28,2
12,0,1852,1,520,0.0,38,2
18,0,3600,4,850,12.0,24,2
15,3,3810,4,770,144.0,40,1
12,3,2246,4,9930,12.0,29,1
48,0,12662,4,380,216.0,46,0
24,3,2754,4,1440,144.0,47,0
30,4,5006,4,2830,96.0,41,2
27,3,5056,4,970,1.0,32,2
15,3,10648,1,9960,120.0,35,0
48,3,13120,3,1020,72.0,24,2
9,3,2412,4,540,168.0,25,2
21,3,4952,4,0,228.0,46,2
9,0,2276,4,350,12.0,25,2
18,3,3010,4,0,24.0,32,0
24,0,6296,3,0,36.0,31,2
20,1,12296,3,1220,192.0,31,2
9,1,2674,4,620,7.0,34,2
9,3,1580,4,5340,12.0,66,2
27,3,5140,3,130,12.0,21,1
6,0,500,2,60020,24.0,41,2
15,0,2632,2,9990,36.0,47,2
48,2,12832,4,740,120.0,59,1
24,0,2550,2,192950,12.0,36,2
24,4,12806,1,440,6.0,33,2
24,3,3974,2,430,24.0,21,1
4,0,6760,1,130,60.0,37,2
18,3,8760,3,1570,24.0,35,2
6,0,13522,1,570,84.0,45,2
30,1,8560,4,3640,24.0,26,1
24,2,4650,2,4360,60.0,32,2
10,2,2096,4,770,12.0,23,2
24,2,4966,4,9400,24.0,22,2
39,0,28358,4,0,48.0,30,2
13,0,3594,3,170,10.0,28,2
15,3,5022,1,40,0.0,23,1
21,3,10496,1,0,12.0,26,2
18,3,1952,1,240,10.0,23,2
12,3,1682,2,4640,60.0,23,1
6,0,2598,1,400,12.0,74,2
15,0,2542,3,0,24.0,39,0
24,3,2786,2,150,36.0,31,2
12,3,4428,4,760,12.0,24,2
21,0,25360,4,0,132.0,30,0
12,3,2310,3,800,108.0,40,2
12,0,7234,1,970,216.0,28,1
12,0,3310,2,910,180.0,63,2
24,0,4446,4,4100,228.0,52,2
36,0,7070,4,780,72.0,37,2
18,3,7018,4,210,72.0,25,2
36,0,11422,4,183530,96.0,38,2
18,3,7744,2,360,0.0,67,2
39,0,9866,2,550,72.0,25,2
24,0,3880,4,46190,180.0,60,2
12,3,1672,4,4000,4.0,23,2
20,3,12936,1,0,0.0,60,2
18,3,3882,4,127650,12.0,35,2
22,3,5350,3,5540,120.0,40,2
48,4,12448,4,790,120.0,50,0
40,0,11996,4,760,36.0,27,2
21,3,2376,2,860,120.0,39,2
24,3,12626,3,0,132.0,41,2
24,3,6124,4,8800,192.0,32,1
9,3,4602,2,2790,10.0,22,1
18,3,15022,1,0,84.0,51,0
12,0,2516,2,40,5.0,22,1
24,4,1434,4,0,108.0,54,2
9,3,3098,4,0,6.0,35,2
24,0,3194,4,230,120.0,54,0
18,0,3590,3,790,96.0,48,1
20,0,8544,1,300,156.0,24,2
12,0,1952,4,0,132.0,35,2
12,3,14944,1,0,0.0,24,1
36,3,18542,2,400,72.0,24,2
6,3,1180,3,140,0.0,26,2
12,0,1860,4,0,96.0,65,2
42,2,18566,1,310,0.0,55,0
15,1,3556,2,870,4.0,26,1
8,3,1814,3,60,6.0,26,2
36,0,19258,4,340,72.0,24,2
48,3,6102,3,290,24.0,54,2
48,3,7862,4,390,48.0,46,0
6,3,2676,1,8510,12.0,62,2
36,3,31714,2,870,0.0,43,2
12,3,2202,3,650,12.0,27,2
12,3,6032,3,640,36.0,24,2
36,3,5424,2,260,132.0,41,2
8,0,1462,4,510,108.0,47,2
18,0,7560,3,370,4.0,35,2
21,0,3204,4,0,144.0,30,2
18,0,7932,1,50,108.0,33,1
36,3,16670,3,0,96.0,47,0
18,3,2432,4,470,11.0,23,1
45,1,23632,2,670,144.0,29,1
15,3,4654,2,380,2.0,25,2
12,1,2164,4,0,36.0,48,2
12,3,1772,4,0,24.0,21,2
4,3,1202,1,840,8.0,23,1
24,0,5914,4,110,216.0,63,2
24,0,5222,4,120,96.0,46,2
21,4,5986,3,180,24.0,28,2
24,2,3118,4,800,60.0,50,2
18,3,6844,4,800,180.0,47,2
21,3,7952,2,0,72.0,35,2
18,3,13522,2,0,24.0,68,1
24,3,2498,4,470,2.0,28,2
9,3,2728,3,130,72.0,59,2
12,3,1418,4,30,120.0,57,2
20,0,4470,4,40,36.0,33,1
24,0,8084,3,0,84.0,43,2
15,0,2942,4,670,24.0,35,0
24,3,2948,4,2330,8.0,33,2
15,3,7918,3,360,12.0,29,2
18,4,4338,4,760,36.0,28,2
24,3,4878,4,780,6.0,35,2
27,0,9052,4,110070,4.0,32,2
10,3,4420,2,20,36.0,25,1
18,3,4778,4,610,3.0,27,2
12,0,6662,2,780,108.0,42,2
36,3,14818,3,0,132.0,37,2
12,3,1304,4,730,156.0,24,1
36,4,15356,2,6200,72.0,40,2
24,0,2764,4,2870,60.0,26,2
15,3,1748,4,0,3.0,24,2
12,3,7180,2,980,36.0,29,2
11,0,2644,4,181850,24.0,40,2
18,2,3880,3,10,6.0,36,0
36,3,7190,4,610,108.0,28,2
9,3,2844,3,310,7.0,27,0
24,3,18554,2,0,36.0,48,0
30,0,4362,4,0,84.0,36,2
18,0,2196,4,460,0.0,65,2
24,3,8114,3,860,60.0,43,2
12,3,1590,4,530,2.0,53,2
24,0,5650,4,0,84.0,34,2
36,0,13228,4,900,168.0,34,2
28,2,15648,3,0,5.0,40,1
27,0,4884,4,120,84.0,43,2
12,0,4342,4,50,24.0,38,2
36,0,11600,3,630,12.0,34,2
18,0,2338,4,0,12.0,29,2
36,4,17894,3,0,84.0,31,2
21,3,5212,4,110,7.0,28,1
20,0,6970,2,0,4.0,44,2
36,0,20954,2,0,180.0,42,0
12,3,2214,2,280,12.0,20,1
21,3,7526,2,0,60.0,24,2
36,3,7422,2,0,24.0,27,2
15,4,7188,1,640,7.0,46,2
24,0,9472,2,500,0.0,25,2
30,3,5982,2,0,96.0,25,2
24,2,6322,4,120,36.0,31,1
48,1,36848,1,740,24.0,32,2
10,3,5696,1,2310,36.0,32,2
6,3,29792,1,920,216.0,68,2
24,3,4718,1,4020,0.0,33,2
18,0,3634,4,270,36.0,28,2
12,3,4004,3,590,72.0,30,1
24,2,13744,2,320,5.0,55,2
12,2,1394,4,240,3.0,46,2
48,3,20594,4,450,60.0,39,0
30,3,3734,4,0,144.0,58,2
12,4,2688,4,840,24.0,43,2
24,3,3494,4,830,2.0,24,2
9,3,3340,4,600,10.0,22,2
9,0,2448,3,170,12.0,30,2
12,0,1044,4,6320,96.0,42,2
30,4,3838,4,3530,4.0,30,2
6,3,4126,4,130,6.0,30,1
60,3,12576,4,460,24.0,42,0
24,0,13684,2,0,36.0,46,2
12,3,7054,2,0,2.0,45,2
48,1,16716,1,5790,5.0,30,2
24,3,7242,2,4750,168.0,31,2
18,0,7180,3,610,0.0,40,2
36,4,4290,2,700,84.0,24,2
24,3,8226,3,5950,0.0,28,1
12,3,3786,4,730,24.0,29,2
30,0,7312,4,0,228.0,49,2
9,0,2308,2,820,132.0,37,2
28,3,8012,3,890,12.0,45,2
24,3,6138,4,1720,192.0,30,0
6,0,3480,2,40,204.0,30,1
21,4,4706,1,560,24.0,47,2
15,3,7112,3,0,24.0,29,2
24,3,4794,3,6740,216.0,35,2
27,0,5040,4,6910,12.0,23,2
15,3,7136,4,250,84.0,54,1
42,3,14332,2,0,72.0,29,1
11,0,7878,1,560,36.0,40,2
15,3,3028,4,4210,36.0,22,2
24,3,14786,1,980,24.0,43,2
24,2,2386,1,190,0.0,29,1
60,3,14594,4,230,120.0,36,1
30,0,5662,4,470,36.0,33,2
24,3,2516,3,5720,36.0,57,2
24,4,5076,4,420,156.0,47,2
15,2,2528,2,2080,36.0,25,1
48,3,9688,3,140,0.0,33,1
21,3,5846,1,2390,24.0,28,2
42,1,12578,2,420,9.0,33,2
24,3,13158,4,210,0.0,29,0
24,0,3486,4,400,156.0,48,2
12,3,4780,4,0,204.0,50,2
12,3,1608,4,440,156.0,38,2
45,3,3690,4,310,24.0,23,0
